"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         964,      -13.90185499,      -11.63313263,      -11.67749261,       -11.6335579,      -8.452016389
          0,           0,         965,      -14.01938598,       -11.7625551,      -11.69885147,      -11.76363028,      -8.597117373
          0,           0,         966,      -13.75357395,      -11.53396275,        -11.341285,      -11.59517202,      -8.318283221
          0,           0,         967,      -13.90291454,      -11.50649315,      -11.45157053,      -11.69640015,      -8.465172353
          0,           0,         968,      -13.79186044,      -11.47812306,      -11.59726655,      -11.52436828,      -8.362068146
          0,           0,         969,      -13.83516471,      -11.42486003,      -11.57939897,      -11.68389854,       -8.37291279
          0,           0,         970,      -13.70943293,        -11.492406,      -11.31695689,      -11.44091682,      -8.256072169
          0,           0,         971,      -13.81976576,      -11.61066387,      -11.48857522,      -11.50525499,      -8.367584374
          0,           0,         972,      -13.81839045,      -11.71791867,      -11.40485125,      -11.50333607,      -8.374657799
          0,           0,         973,      -13.84070299,      -11.57103989,        -11.584074,      -11.58346984,      -8.391567159
          0,           0,         974,      -13.83486819,      -11.59587048,      -11.59846473,      -11.73497691,      -8.394813204
          0,           0,         975,      -13.96498213,      -11.69892778,      -11.57307758,      -11.80423159,      -8.553165507
          0,           0,         976,      -13.76802229,      -11.50314202,      -11.32117814,      -11.49440158,      -8.321696236
          0,           0,         977,       -13.7918637,      -11.41720748,       -11.4815834,      -11.62197751,      -8.361826804
          0,           0,         978,       -13.8229864,      -11.53045237,      -11.44364039,      -11.44633341,      -8.390774934
          0,           0,         979,      -13.83620993,      -11.40440842,      -11.58498884,      -11.67616475,      -8.402099097
          0,           0,         980,       -13.8630638,      -11.59536194,      -11.47336552,      -11.53969879,      -8.434438478
          0,           0,         981,      -13.83750294,      -11.67810933,      -11.37510528,      -11.64950434,      -8.391890209
          0,           0,         982,      -13.89036344,      -11.61918609,      -11.58851612,      -11.63467239,      -8.482575665
          0,           0,         983,      -13.86146968,       -11.5683674,       -11.4519316,      -11.55776554,      -8.428494253
          0,           0,         984,      -13.87701942,      -11.59698873,      -11.63717514,      -11.53317915,      -8.440552992
          0,           0,         985,      -13.74266999,       -11.5096307,      -11.33974639,      -11.56706143,      -8.293974533
          0,           0,         986,      -13.83338883,      -11.60380707,      -11.41870313,      -11.59130237,      -8.383439841
          0,           0,         987,      -13.71925186,      -11.51694098,      -11.32457642,      -11.58415819,      -8.266431325
          0,           0,         988,      -13.65098269,      -11.55957787,       -11.1690076,       -11.4315359,      -8.196353804
          0,           0,         989,      -13.73953545,      -11.57835179,      -11.33100897,      -11.52522582,      -8.297421936
          0,           0,         990,      -13.84072405,      -11.47282442,      -11.59937885,      -11.56625617,      -8.425669757
          0,           0,         991,      -13.77676441,      -11.45782713,      -11.33460042,      -11.50867997,      -8.336316449
          0,           0,         992,      -13.74177058,      -11.46676353,      -11.40565413,      -11.64209166,      -8.291789606
          0,           0,         993,      -13.71787296,      -11.63366814,      -11.18969149,      -11.44256217,       -8.25849554
          0,           0,         994,      -13.86092415,      -11.57442519,      -11.44254931,      -11.57340659,       -8.41620259
          0,           0,         995,      -13.94765035,      -11.61741296,      -11.55895741,      -11.68888715,      -8.515564045
          0,           0,         996,      -13.82012206,       -11.4746888,      -11.56297146,      -11.70678919,      -8.387040291
          0,           0,         997,      -13.85456402,      -11.60821902,      -11.38975875,      -11.59651002,      -8.415090423
          0,           0,         998,      -13.74639426,      -11.37247598,      -11.52366144,      -11.66251806,      -8.311311135
          0,           0,         999,       -13.7939392,      -11.51231438,      -11.48611515,      -11.50353088,      -8.346735032
          0,           0,        1000,      -13.87053327,      -11.60276944,      -11.51108618,      -11.58356706,      -8.415058539
          0,           0,        1001,      -13.81901689,      -11.65105104,       -11.3742572,      -11.58689437,      -8.378831239
          0,           0,        1002,      -13.75283327,      -11.42194904,      -11.45218436,      -11.62373756,      -8.301153835
          0,           0,        1003,      -13.88833158,      -11.69664797,      -11.54194894,       -11.6319766,      -8.440776967
          0,           0,        1004,      -13.77234656,      -11.54151955,      -11.46513676,       -11.6271917,      -8.326568863
          0,           0,        1005,      -13.84618305,      -11.58267234,      -11.55131101,      -11.54990926,      -8.407234534
          0,           0,        1006,      -13.79004221,      -11.57257425,      -11.53435016,      -11.58951187,      -8.339788004
          0,           0,        1007,      -13.76887631,      -11.55799658,      -11.43456552,      -11.60700099,      -8.321893535
          0,           0,        1008,      -13.65874287,      -11.41765201,      -11.27738964,      -11.53983791,      -8.209932266
          0,           0,        1009,      -13.80361297,      -11.43988264,      -11.55489774,      -11.58316205,      -8.375687326
          0,           0,        1010,      -13.75597528,      -11.48325989,      -11.31000913,      -11.49517035,      -8.312749073
          0,           0,        1011,        -13.864233,      -11.46729771,      -11.53157431,      -11.58918077,      -8.413021066
          0,           0,        1012,      -13.62201766,      -11.43551212,       -11.1761488,       -11.4317329,      -8.162601617
          0,           0,        1013,      -13.58054635,      -11.34720489,      -11.23242502,      -11.54257007,      -8.120926818
          0,           0,        1014,      -13.73627403,      -11.45964057,       -11.4740568,      -11.64790705,      -8.278546859
          0,           0,        1015,      -13.80596557,      -11.50966348,       -11.6306204,      -11.59692965,      -8.350902507
          0,           0,        1016,      -13.86121992,      -11.55329237,      -11.55745286,      -11.65182866,      -8.424998379
          0,           0,        1017,      -13.93010323,      -11.63475368,      -11.55539167,      -11.63399976,      -8.487812218
          0,           0,        1018,       -13.7114542,      -11.54866633,      -11.23810178,      -11.51172609,      -8.261505011
